Date,Ticker,Type,Price,Quantity,PnL_%,Capital,Reason
2021-01-01,BAJAJFINSV.NS,BUY,885.0538330078125,3,0.0,97344.83850097656,Top faller below 20 SMA
2021-01-04,HEROMOTOCO.NS,BUY,2588.082275390625,1,0.0,94756.75622558594,Top faller below 20 SMA
2021-01-05,NTPC.NS,BUY,80.98542022705078,37,0.0,91760.29567718506,Top faller below 20 SMA
2021-01-06,RELIANCE.NS,BUY,871.4473876953125,3,0.0,89145.95351409912,Top faller below 20 SMA
2021-01-07,ITC.NS,BUY,167.07803344726562,17,0.0,86305.6269454956,Top faller below 20 SMA
2021-01-08,BAJFINANCE.NS,BUY,498.49139404296875,6,0.0,83314.6785812378,Top faller below 20 SMA
2021-01-11,HEROMOTOCO.NS,SELL,2718.896240234375,1,5.054474739370717,86033.57482147217,Profit target hit
2021-01-11,KOTAKBANK.NS,BUY,1930.0865478515625,1,0.0,84103.4882736206,Top faller below 20 SMA
2021-01-12,NESTLEIND.NS,BUY,1710.9244384765625,1,0.0,82392.56383514404,Top faller below 20 SMA
2021-01-13,NTPC.NS,SELL,85.09278869628906,37,5.071738169318453,85540.99701690674,Profit target hit
2021-01-14,ITC.NS,SELL,176.42877197265625,17,5.596629510450859,88540.2861404419,Profit target hit
2021-01-14,TITAN.NS,BUY,1467.1307373046875,2,0.0,85606.02466583252,Top faller below 20 SMA
2021-01-15,ASIANPAINT.NS,BUY,2483.80517578125,1,0.0,83122.21949005127,Top faller below 20 SMA
2021-01-19,RELIANCE.NS,SELL,917.950439453125,3,5.336300551751902,85876.07080841064,Profit target hit
2021-01-19,DRREDDY.NS,BUY,986.287109375,3,0.0,82917.20948028564,Top faller below 20 SMA
2021-01-21,SBILIFE.NS,BUY,868.9225463867188,3,0.0,80310.44184112549,Top faller below 20 SMA
2021-01-22,HINDALCO.NS,BUY,232.537353515625,12,0.0,77519.99359893799,Top faller below 20 SMA
2021-01-25,INDUSINDBK.NS,BUY,820.0276489257812,3,0.0,75059.91065216064,Top faller below 20 SMA
2021-01-27,ONGC.NS,BUY,68.03898620605469,44,0.0,72066.19525909424,Top faller below 20 SMA
2021-01-28,TATASTEEL.NS,BUY,53.692928314208984,55,0.0,69113.08420181274,Top faller below 20 SMA
2021-01-29,KOTAKBANK.NS,AVG,1705.823486328125,1,0.0,67407.26071548462,Averaging trigger hit
2021-02-01,INDUSINDBK.NS,SELL,937.3123168945312,3,14.302526033407585,70219.19766616821,Profit target hit
2021-02-01,TECHM.NS,BUY,867.6076049804688,3,0.0,67616.3748512268,Top faller below 20 SMA
2021-02-02,BAJAJFINSV.NS,SELL,945.5028686523438,3,6.829984051828592,70452.88345718384,Profit target hit
2021-02-02,HINDUNILVR.NS,BUY,2075.55224609375,1,0.0,68377.33121109009,Top faller below 20 SMA
2021-02-03,HINDALCO.NS,SELL,250.0845947265625,12,7.5459881802423805,71378.34634780884,Profit target hit
2021-02-04,ONGC.NS,SELL,74.0691909790039,44,8.862866878537647,74637.39075088501,Profit target hit
2021-02-04,DRREDDY.NS,AVG,904.7020874023438,3,0.0,71923.28448867798,Averaging trigger hit
2021-02-05,TATASTEEL.NS,SELL,58.97441101074219,55,9.836458659185372,75166.8770942688,Profit target hit
2021-02-05,HCLTECH.NS,BUY,796.65283203125,3,0.0,72776.91859817505,Top faller below 20 SMA
2021-02-08,BAJFINANCE.NS,SELL,539.2672119140625,6,8.179843896678982,76012.52186965942,Profit target hit
2021-02-09,KOTAKBANK.NS,SELL,1941.0408935546875,2,6.770567770256377,79894.6036567688,Profit target hit
2021-02-09,UPL.NS,BUY,511.6427917480469,5,0.0,77336.38969802856,Top faller below 20 SMA
2021-02-11,EICHERMOT.NS,BUY,2721.66650390625,1,0.0,74614.72319412231,Top faller below 20 SMA
2021-02-12,TECHM.NS,SELL,913.1644897460938,3,5.250862775303884,77354.2166633606,Profit target hit
2021-02-16,TCS.NS,BUY,2908.6279296875,1,0.0,74445.5887336731,Top faller below 20 SMA
2021-02-23,UPL.NS,SELL,538.0514526367188,5,5.161542645494074,77135.84599685669,Profit target hit
2021-02-23,CIPLA.NS,BUY,763.36865234375,3,0.0,74845.74003982544,Top faller below 20 SMA
2021-02-26,M&M.NS,BUY,769.302978515625,3,0.0,72537.83110427856,Top faller below 20 SMA
2021-03-01,BHARTIARTL.NS,BUY,510.5650329589844,5,0.0,69985.00593948364,Top faller below 20 SMA
2021-03-02,M&M.NS,SELL,820.48486328125,3,6.65302048672433,72446.46052932739,Profit target hit
2021-03-02,KOTAKBANK.NS,BUY,1836.9755859375,1,0.0,70609.48494338989,Top faller below 20 SMA
2021-03-03,M&M.NS,BUY,812.8529052734375,3,0.0,68170.92622756958,Top faller below 20 SMA
2021-03-04,LT.NS,BUY,1391.08154296875,2,0.0,65388.76314163208,Top faller below 20 SMA
2021-03-05,SBIN.NS,BUY,354.0002136230469,8,0.0,62556.761432647705,Top faller below 20 SMA
2021-03-08,SBILIFE.NS,SELL,913.9862060546875,3,5.186153801090681,65298.72005081177,Profit target hit
2021-03-08,ICICIBANK.NS,BUY,592.6361694335938,5,0.0,62335.5392036438,Top faller below 20 SMA
2021-03-09,KOTAKBANK.NS,SELL,1970.716796875,1,7.280511072728559,64306.2560005188,Profit target hit
2021-03-09,TATAMOTORS.NS,BUY,311.5421142578125,9,0.0,61502.376972198486,Top faller below 20 SMA
2021-03-10,POWERGRID.NS,BUY,98.05066680908203,30,0.0,58560.856967926025,Top faller below 20 SMA
2021-03-12,INDUSINDBK.NS,BUY,987.5772705078125,3,0.0,55598.12515640259,Top faller below 20 SMA
2021-03-15,HEROMOTOCO.NS,BUY,2827.6748046875,1,0.0,52770.45035171509,Top faller below 20 SMA
2021-03-16,HCLTECH.NS,SELL,848.0987548828125,3,6.457759363057715,55314.746616363525,Profit target hit
2021-03-19,POWERGRID.NS,SELL,104.90943908691406,30,6.995130681963635,58462.02978897095,Profit target hit
2021-03-19,COALINDIA.NS,BUY,96.25340270996094,31,0.0,55478.17430496216,Top faller below 20 SMA
2021-03-22,HINDUNILVR.NS,SELL,2189.77783203125,1,5.5033828299179595,57667.95213699341,Profit target hit
2021-03-22,DRREDDY.NS,AVG,843.8452758789062,3,0.0,55136.41630935669,Averaging trigger hit
2021-03-23,ONGC.NS,BUY,82.6695327758789,36,0.0,52160.31312942505,Top faller below 20 SMA
2021-03-24,NESTLEIND.NS,AVG,1563.492431640625,1,0.0,50596.820697784424,Averaging trigger hit
2021-03-25,HEROMOTOCO.NS,AVG,2548.298828125,1,0.0,48048.521869659424,Averaging trigger hit
2021-03-26,EICHERMOT.NS,AVG,2472.885986328125,1,0.0,45575.6358833313,Averaging trigger hit
2021-03-30,M&M.NS,AVG,758.4273681640625,3,0.0,43300.35377883911,Averaging trigger hit
2021-03-31,KOTAKBANK.NS,BUY,1745.7069091796875,1,0.0,41554.646869659424,Top faller below 20 SMA
2021-04-01,RELIANCE.NS,BUY,920.4314575195312,3,0.0,38793.35249710083,Top faller below 20 SMA
2021-04-05,BAJFINANCE.NS,BUY,486.7696533203125,6,0.0,35872.734577178955,Top faller below 20 SMA
2021-04-06,CIPLA.NS,SELL,806.9924926757812,3,5.714649166964633,38293.7120552063,Profit target hit
2021-04-06,AXISBANK.NS,BUY,675.081298828125,4,0.0,35593.3868598938,Top faller below 20 SMA
2021-04-07,TCS.NS,SELL,3060.758056640625,1,5.230305512794471,38654.144916534424,Profit target hit
2021-04-07,INDUSINDBK.NS,AVG,913.1215209960938,3,0.0,35914.78035354614,Averaging trigger hit
2021-04-08,TITAN.NS,SELL,1547.23486328125,2,5.459917370671706,39009.25008010864,Profit target hit
2021-04-08,POWERGRID.NS,BUY,95.2479248046875,31,0.0,36056.56441116333,Top faller below 20 SMA
2021-04-09,HDFCBANK.NS,BUY,1349.9981689453125,2,0.0,33356.568073272705,Top faller below 20 SMA
2021-04-12,DRREDDY.NS,SELL,968.466064453125,9,6.236710938394106,42072.76265335083,Profit target hit
2021-04-12,SBIN.NS,AVG,303.4353332519531,9,0.0,39341.84465408325,Averaging trigger hit
2021-04-13,NTPC.NS,BUY,86.06044006347656,34,0.0,36415.78969192505,Top faller below 20 SMA
2021-04-15,BPCL.NS,BUY,165.90847778320312,18,0.0,33429.43709182739,Top faller below 20 SMA
2021-04-16,GRASIM.NS,BUY,1326.770263671875,2,0.0,30775.896564483643,Top faller below 20 SMA
2021-04-19,INDUSINDBK.NS,AVG,803.4658203125,3,0.0,28365.499103546143,Averaging trigger hit
2021-04-23,UPL.NS,BUY,556.1005249023438,5,0.0,25584.996479034424,Top faller below 20 SMA
2021-04-26,HCLTECH.NS,BUY,782.04443359375,3,0.0,23238.863178253174,Top faller below 20 SMA
2021-04-28,BAJFINANCE.NS,SELL,518.0014038085938,6,6.416125219648727,26346.871601104736,Profit target hit
2021-04-29,AXISBANK.NS,SELL,716.4088134765625,4,6.121857429642625,29212.506855010986,Profit target hit
2021-04-30,POWERGRID.NS,SELL,100.28376007080078,31,5.2870813473780265,32321.30341720581,Profit target hit
2021-04-30,TCS.NS,BUY,2840.187744140625,1,0.0,29481.115673065186,Top faller below 20 SMA
2021-05-03,UPL.NS,SELL,586.87890625,5,5.534679427440067,32415.510204315186,Profit target hit
2021-05-03,TITAN.NS,BUY,1402.1414794921875,2,0.0,29611.22724533081,Top faller below 20 SMA
2021-05-05,BHARTIARTL.NS,SELL,537.1869506835938,5,5.214207007150843,32297.16199874878,Profit target hit
2021-05-06,BPCL.NS,SELL,177.8542022705078,18,7.2001893133601484,35498.53763961792,Profit target hit
2021-05-07,GRASIM.NS,SELL,1421.287353515625,2,7.123847468677148,38341.11234664917,Profit target hit
2021-05-07,TATACONSUM.NS,BUY,605.1251831054688,4,0.0,35920.611614227295,Top faller below 20 SMA
2021-05-10,COALINDIA.NS,SELL,103.84490203857422,31,7.886993202192179,39139.803577423096,Profit target hit
2021-05-11,NTPC.NS,SELL,96.41163635253906,34,12.027821704638802,42417.799213409424,Profit target hit
2021-05-12,ONGC.NS,SELL,88.80319213867188,36,7.419491990382497,45614.71413040161,Profit target hit
2021-05-12,HINDUNILVR.NS,BUY,2167.21142578125,1,0.0,43447.50270462036,Top faller below 20 SMA
2021-05-14,ASIANPAINT.NS,SELL,2659.816162109375,1,7.086344293197752,46107.318866729736,Profit target hit
2021-05-14,INFY.NS,BUY,1183.3204345703125,2,0.0,43740.67799758911,Top faller below 20 SMA
2021-05-17,SBIN.NS,SELL,353.4927062988281,17,8.02557509801658,49750.05400466919,Profit target hit
2021-05-17,CIPLA.NS,BUY,850.471435546875,3,0.0,47198.639698028564,Top faller below 20 SMA
2021-05-18,TITAN.NS,SELL,1515.67578125,2,8.097207266055001,50229.991260528564,Profit target hit
2021-05-18,BHARTIARTL.NS,BUY,514.54638671875,5,0.0,47657.259326934814,Top faller below 20 SMA
2021-05-19,HDFCLIFE.NS,BUY,656.1078491210938,4,0.0,45032.82793045044,Top faller below 20 SMA
2021-05-21,INDUSINDBK.NS,SELL,981.1553955078125,9,8.849371582682261,53863.22649002075,Profit target hit
2021-05-21,JSWSTEEL.NS,BUY,660.9304809570312,4,0.0,51219.50456619263,Top faller below 20 SMA
2021-05-24,ICICIBANK.NS,SELL,630.93994140625,5,6.463286236691343,54374.20427322388,Profit target hit
2021-05-25,CIPLA.NS,SELL,902.9744262695312,3,6.173398485617036,57083.12755203247,Profit target hit
2021-05-26,INFY.NS,SELL,1255.9970703125,2,6.141754474862749,59595.12169265747,Profit target hit
2021-05-26,TATASTEEL.NS,BUY,93.15985107421875,32,0.0,56614.00645828247,Top faller below 20 SMA
2021-05-27,TCS.NS,SELL,2989.79736328125,1,5.267596110478021,59603.80382156372,Profit target hit
2021-05-27,ADANIPORTS.NS,BUY,729.3970947265625,4,0.0,56686.21544265747,Top faller below 20 SMA
2021-05-28,HDFCBANK.NS,SELL,1427.5748291015625,2,5.746427064923862,59541.365100860596,Profit target hit
2021-05-28,SUNPHARMA.NS,BUY,641.609375,4,0.0,56974.927600860596,Top faller below 20 SMA
2021-05-31,RELIANCE.NS,SELL,983.4597778320312,3,6.847692981110716,59925.30693435669,Profit target hit
2021-05-31,HEROMOTOCO.NS,AVG,2605.34375,1,0.0,57319.96318435669,Averaging trigger hit
2021-06-01,ADANIPORTS.NS,SELL,774.82666015625,4,6.228372138871516,60419.26982498169,Profit target hit
2021-06-01,SBILIFE.NS,BUY,958.6959228515625,3,0.0,57543.182056427,Top faller below 20 SMA
2021-06-02,TATACONSUM.NS,SELL,647.9842529296875,4,7.082678265721547,60135.11906814575,Profit target hit
2021-06-02,HEROMOTOCO.NS,AVG,2575.110595703125,1,0.0,57560.00847244263,Averaging trigger hit
2021-06-03,ITC.NS,BUY,176.30931091308594,17,0.0,54562.750186920166,Top faller below 20 SMA
2021-06-04,TATAMOTORS.NS,SELL,331.0628967285156,9,6.26585671000132,57542.31625747681,Profit target hit
2021-06-07,LT.NS,SELL,1481.6265869140625,2,6.508967386058299,60505.56943130493,Profit target hit
2021-06-07,DRREDDY.NS,BUY,1011.54052734375,2,0.0,58482.48837661743,Top faller below 20 SMA
2021-06-08,HINDALCO.NS,BUY,376.9496765136719,7,0.0,55843.84064102173,Top faller below 20 SMA
2021-06-09,HCLTECH.NS,SELL,823.1755981445312,3,5.259440868566776,58313.36743545532,Profit target hit
2021-06-10,HDFCBANK.NS,BUY,1406.3055419921875,2,0.0,55500.75635147095,Top faller below 20 SMA
2021-06-11,TATASTEEL.NS,SELL,99.7197494506836,32,7.041550947992277,58691.78833389282,Profit target hit
2021-06-11,ICICIBANK.NS,BUY,619.5853271484375,4,0.0,56213.44702529907,Top faller below 20 SMA
2021-06-14,ADANIPORTS.NS,BUY,745.9478149414062,4,0.0,53229.65576553345,Top faller below 20 SMA
2021-06-17,NESTLEIND.NS,SELL,1725.9617919921875,2,5.421017570705184,56681.57934951782,Profit target hit
2021-06-17,INDUSINDBK.NS,BUY,950.301025390625,3,0.0,53830.67627334595,Top faller below 20 SMA
2021-06-18,HINDUNILVR.NS,SELL,2327.18798828125,1,7.381677698673568,56157.8642616272,Profit target hit
2021-06-18,COALINDIA.NS,BUY,103.38587188720703,29,0.0,53159.67397689819,Top faller below 20 SMA
2021-06-21,HDFCLIFE.NS,SELL,707.9149780273438,4,7.896130030398139,55991.33388900757,Profit target hit
2021-06-21,UPL.NS,BUY,733.5510864257812,4,0.0,53057.12954330444,Top faller below 20 SMA
2021-06-22,M&M.NS,AVG,739.5382690429688,4,0.0,50098.97646713257,Averaging trigger hit
2021-06-23,ADANIPORTS.NS,AVG,697.6546020507812,4,0.0,47308.35805892944,Averaging trigger hit
2021-06-24,UPL.NS,SELL,772.736572265625,4,5.341889142414683,50399.30434799194,Profit target hit
2021-06-24,HINDALCO.NS,AVG,358.7705078125,8,0.0,47529.14028549194,Averaging trigger hit
2021-06-25,RELIANCE.NS,BUY,961.3743896484375,3,0.0,44645.01711654663,Top faller below 20 SMA
2021-06-28,IOC.NS,BUY,58.15019989013672,51,0.0,41679.35692214966,Top faller below 20 SMA
2021-06-29,HEROMOTOCO.NS,AVG,2536.041259765625,1,0.0,39143.31566238403,Averaging trigger hit
2021-06-30,ONGC.NS,BUY,90.8091812133789,33,0.0,36146.61268234253,Top faller below 20 SMA
2021-07-01,DRREDDY.NS,SELL,1077.3009033203125,2,6.501012485307498,38301.214488983154,Profit target hit
2021-07-02,POWERGRID.NS,BUY,103.884033203125,28,0.0,35392.461559295654,Top faller below 20 SMA
2021-07-05,BPCL.NS,BUY,188.38612365722656,15,0.0,32566.669704437256,Top faller below 20 SMA
2021-07-06,SBILIFE.NS,SELL,1015.0985717773438,3,5.883267841383553,35611.96541976929,Profit target hit
2021-07-06,TATAMOTORS.NS,BUY,313.22235107421875,9,0.0,32792.96426010132,Top faller below 20 SMA
2021-07-07,INDUSINDBK.NS,SELL,1009.064208984375,3,6.183638870598415,35820.15688705444,Profit target hit
2021-07-07,WIPRO.NS,BUY,257.1332702636719,11,0.0,32991.69091415405,Top faller below 20 SMA
2021-07-13,TCS.NS,BUY,2996.89599609375,1,0.0,29994.794918060303,Top faller below 20 SMA
2021-07-14,WIPRO.NS,SELL,271.4117431640625,11,5.552946487923973,32980.32409286499,Profit target hit
2021-07-15,HINDALCO.NS,SELL,390.2680969238281,15,6.266499354380767,38834.34554672241,Profit target hit
2021-07-20,INDUSINDBK.NS,BUY,947.8867797851562,3,0.0,35990.68520736694,Top faller below 20 SMA
2021-07-22,HDFCLIFE.NS,BUY,654.0433959960938,4,0.0,33374.51162338257,Top faller below 20 SMA
2021-07-23,ICICIBANK.NS,SELL,659.4972534179688,4,6.44171585747855,36012.50063705444,Profit target hit
2021-07-23,HINDUNILVR.NS,BUY,2210.215087890625,1,0.0,33802.28554916382,Top faller below 20 SMA
2021-07-26,SUNPHARMA.NS,SELL,673.845458984375,4,5.024253890363588,36497.66738510132,Profit target hit
2021-07-26,ADANIPORTS.NS,AVG,667.44921875,4,0.0,33827.87051010132,Averaging trigger hit
2021-07-27,DRREDDY.NS,BUY,943.0090942382812,3,0.0,30998.843227386475,Top faller below 20 SMA
2021-07-28,BHARTIARTL.NS,SELL,544.8137817382812,5,5.882345265806977,33722.91213607788,Profit target hit
2021-07-28,CIPLA.NS,BUY,858.8680419921875,3,0.0,31146.30801010132,Top faller below 20 SMA
2021-07-29,JSWSTEEL.NS,SELL,715.3776245117188,4,8.23795317714016,34007.81850814819,Profit target hit
2021-07-30,AXISBANK.NS,BUY,705.952392578125,4,0.0,31184.008937835693,Top faller below 20 SMA
2021-08-02,HEROMOTOCO.NS,AVG,2431.582763671875,1,0.0,28752.42617416382,Averaging trigger hit
2021-08-03,UPL.NS,BUY,759.7425537109375,3,0.0,26473.198513031006,Top faller below 20 SMA
2021-08-04,AXISBANK.NS,SELL,750.6656494140625,4,6.333749599267667,29475.861110687256,Profit target hit
2021-08-05,CIPLA.NS,SELL,912.4327392578125,3,6.2366620536233945,32213.159328460693,Profit target hit
2021-08-05,NTPC.NS,BUY,99.66242218017578,30,0.0,29223.28666305542,Top faller below 20 SMA
2021-08-06,ITC.NS,SELL,185.7202606201172,17,5.337749695857245,32380.531093597412,Profit target hit
2021-08-06,CIPLA.NS,BUY,879.5218505859375,3,0.0,29741.9655418396,Top faller below 20 SMA
2021-08-09,INDUSINDBK.NS,SELL,1007.0363159179688,3,6.240147810292181,32763.074489593506,Profit target hit
2021-08-09,GRASIM.NS,BUY,1482.6156005859375,2,0.0,29797.84328842163,Top faller below 20 SMA
2021-08-11,TCS.NS,SELL,3151.03759765625,1,5.143375070853747,32948.88088607788,Profit target hit
2021-08-12,POWERGRID.NS,SELL,113.62908172607422,28,9.380699056894214,36130.49517440796,Profit target hit
2021-08-17,HINDUNILVR.NS,SELL,2328.031494140625,1,5.330540312365756,38458.526668548584,Profit target hit
2021-08-20,JSWSTEEL.NS,BUY,654.3927001953125,4,0.0,35840.955867767334,Top faller below 20 SMA
2021-08-23,HINDALCO.NS,BUY,398.2538757324219,7,0.0,33053.17873764038,Top faller below 20 SMA
2021-08-24,HDFCBANK.NS,SELL,1486.585205078125,2,5.70855057374036,36026.34914779663,Profit target hit
2021-08-25,HINDALCO.NS,SELL,421.5999755859375,7,5.862114916165025,38977.54897689819,Profit target hit
2021-08-26,RELIANCE.NS,SELL,1018.9349365234375,3,5.98731851969233,42034.353786468506,Profit target hit
2021-08-27,HDFCLIFE.NS,SELL,695.5322875976562,4,6.343446299671879,44816.48293685913,Profit target hit
2021-08-27,SBIN.NS,BUY,384.088134765625,7,0.0,42127.865993499756,Top faller below 20 SMA
2021-08-31,INDUSINDBK.NS,BUY,963.0904541015625,3,0.0,39238.59463119507,Top faller below 20 SMA
2021-09-01,INFY.NS,BUY,1524.41455078125,1,0.0,37714.18008041382,Top faller below 20 SMA
2021-09-02,CIPLA.NS,SELL,927.0255737304688,3,5.401085045571554,40495.256801605225,Profit target hit
2021-09-02,POWERGRID.NS,BUY,106.7930908203125,28,0.0,37505.050258636475,Top faller below 20 SMA
2021-09-03,BPCL.NS,SELL,201.33587646484375,15,6.874048128502075,40525.08840560913,Profit target hit
2021-09-03,TATAMOTORS.NS,AVG,292.1200866699219,10,0.0,37603.88753890991,Averaging trigger hit
2021-09-06,EICHERMOT.NS,SELL,2764.607421875,2,6.442563707745405,43133.10238265991,Profit target hit
2021-09-07,SUNPHARMA.NS,BUY,739.4944458007812,4,0.0,40175.12459945679,Top faller below 20 SMA
2021-09-09,GRASIM.NS,SELL,1571.922119140625,2,6.023578769803386,43318.96883773804,Profit target hit
2021-09-13,COALINDIA.NS,SELL,111.89247131347656,29,8.228009563579585,46563.85050582886,Profit target hit
2021-09-13,SBILIFE.NS,BUY,1155.9810791015625,2,0.0,44251.88834762573,Top faller below 20 SMA
2021-09-14,ONGC.NS,SELL,97.1292953491211,33,6.959774387670667,47457.15509414673,Profit target hit
2021-09-14,HDFCBANK.NS,BUY,1476.7628173828125,2,0.0,44503.6294593811,Top faller below 20 SMA
2021-09-15,NTPC.NS,SELL,109.2192611694336,30,9.589210035433796,47780.20729446411,Profit target hit
2021-09-15,M&M.NS,AVG,728.4708862304688,4,0.0,44866.323749542236,Averaging trigger hit
2021-09-16,INDUSINDBK.NS,SELL,1097.54833984375,3,13.9610859156131,48158.968769073486,Profit target hit
2021-09-16,BPCL.NS,BUY,188.7860107421875,15,0.0,45327.178607940674,Top faller below 20 SMA
2021-09-17,KOTAKBANK.NS,SELL,2000.589111328125,1,14.600515172859534,47327.7677192688,Profit target hit
2021-09-17,TATASTEEL.NS,BUY,121.97895050048828,24,0.0,44400.27290725708,Top faller below 20 SMA
2021-09-20,SBIN.NS,SELL,407.3690490722656,7,6.061346914776971,47251.85625076294,Profit target hit
2021-09-20,UPL.NS,AVG,678.10302734375,4,0.0,44539.44414138794,Averaging trigger hit
